,query_id,table_id,row,col,nul,in_links,out_links,pgcount,tImp,leftColhits,SecColhits,bodyhits,qInPgTitle,qInTableTitle,query_l,idf1,idf2,idf3,idf4,idf5,idf6,esim,eavg,emax,esum,resim,reavg,remax,resum,rel
14,1,table-1423-774,9,2,0,105,84,286.86813186813185,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.4109988759654064,0.10664736496632038,0.5193468085741713,3.412715678922252,0.7809439790720356,0.4545186132874713,0.8721568704540191,6.817779199312068,0
15,1,table-0839-987,4,5,7,47,56,14.54945054945055,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6325429078609236,0.10787003857268036,1.0,3.8833213886164932,-0.1470923227776491,-0.121506269725601,0.15878529611954767,-0.8505438880792071,0
16,1,table-1203-836,4,8,0,147,94,28.54945054945055,0.3333333333333333,0,0,0,0.0,0.024390243902439025,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.4438870871542636,0.1134655701528144,1.0000000000000002,3.1770359642788035,0.0,0.0,0.0,0.0,0
17,1,table-1203-868,4,8,0,146,96,95.96703296703295,0.5,0,0,0,0.0,0.025,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.445708739025464,0.1152577303385358,1.0000000000000002,3.2272164494790023,0.0,0.0,0.0,0.0,0
18,1,table-0063-827,10,2,0,292,114,460.94505494505495,0.2,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.7360259512255714,0.1276984532237107,1.0,10.215876257896856,0.8468144593892694,0.7662638187384035,0.8973324958178698,6.1301105499072275,0
19,1,table-1071-345,16,5,0,184,173,61.912087912087905,0.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5752408330587537,0.10072225320589076,0.8197070738177971,5.6404461795298815,0.8995878725625535,0.2046258907107384,1.0,6.752654393454368,0
20,1,table-0216-976,6,11,16,459,547,680.2197802197803,0.3333333333333333,0,0,0,0.0,0.025974025974025976,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6439880255593943,0.1140058653319725,1.0,8.66444576522991,0.9098383559151809,0.8351552136582344,1.0,2.505465640974703,0
21,1,table-0216-970,4,11,16,459,547,680.2197802197803,0.3333333333333333,0,0,0,0.0,0.0392156862745098,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6411836276248701,0.111810350902355,1.0,8.9448280721884,0.9098383559151809,0.8351552136582344,1.0,2.505465640974703,0
22,1,table-1391-8,29,6,29,480,401,178.3406593406593,0.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6228376701566907,0.1295857298668787,1.0,7.256800872545207,0.3199752387470072,-0.016402843647771618,0.8717451893050686,-0.9841706188662972,0
23,1,table-0377-686,1,1,0,76,74,46.05494505494506,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6232679810884708,0.09777018788210416,1.0,3.5197267637557497,0.0,0.0,0.0,0.0,0
24,1,table-0730-168,16,8,42,7,26,34.21978021978022,0.25,0,0,0,0.009174311926605505,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6663916223337802,0.12391212698372595,1.0000000000000002,10.408618666632982,0.2481992108030159,0.17995276377987826,0.6660395115028607,6.478299496075617,0
25,1,table-0554-923,1,2,0,7,10,40.384615384615394,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.7142269238842909,0.18229626489429984,1.0,7.291850595771995,0.0,0.0,0.0,0.0,0
26,1,table-0552-511,1,3,0,5,17,2.2527472527472527,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.7921543627295715,0.1711334392984746,1.0,6.845337571938983,0.0,0.0,0.0,0.0,0
27,1,table-1402-139,5,10,0,99,305,344.3516483516484,0.5,0,0,0,0.015151515151515154,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5676685950230342,0.14104310903829104,1.0000000000000002,10.71927628691012,0.4169452902133556,0.3719064117776275,1.0,3.7190641177762753,0
28,1,table-0998-242,2,2,2,24,246,10.0989010989011,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6091340035942332,0.12083132562221155,1.0,6.766554234843847,0.40992245136741534,0.36671869577024735,0.5109278883676683,1.1001560873107419,0
29,1,table-0533-191,2,2,2,118,534,11.34065934065934,0.09090909090909093,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5899366619014574,0.11854033019895235,1.0,5.6899358495497125,0.6409622285918289,0.3561725247964653,0.6532143611912651,1.068517574389396,0
30,1,table-0507-876,2,2,2,1489,265,258.7032967032967,0.125,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6006485504489502,0.13060515897605984,1.0,5.746626994946633,0.29416006810889345,0.2946140994715369,0.3091623113713173,0.5892281989430738,0
31,1,table-0998-240,2,2,2,26,257,11.9010989010989,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6032830749817502,0.112336163632319,1.0,6.290825163409862,0.40992245136741534,0.36671869577024735,0.5109278883676683,1.1001560873107419,0
32,1,table-0998-43,2,2,2,26,257,10.857142857142858,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6124864594161527,0.12794476491149118,1.0,7.164906835043506,0.29416006810889345,0.2946140994715369,0.3091623113713173,0.5892281989430738,0
33,1,table-0997-806,2,2,2,28,252,16.582417582417587,0.5,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6071590450268942,0.1156793601257916,1.0,6.940761607547497,0.29416006810889345,0.2946140994715369,0.3091623113713173,0.5892281989430738,0
34,1,table-0424-979,8,4,0,9,156,4.373626373626373,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.24155393496819294,0.056431291305972735,0.6760931947542426,1.5800761565672368,0.9385794326793124,0.3627311217353231,0.8923127804547305,4.7155045825592,0
35,1,table-0464-505,93,5,0,38,41,82.89010989010987,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5788639624135659,0.09586189836922288,0.7313135232397441,4.98481871519959,0.5988160482183903,0.4718536149264999,0.7170973743516247,1.8874144597059996,0
36,1,table-1049-763,13,6,3,22,114,16.384615384615387,0.08333333333333333,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5948740183358838,0.10956473088741372,0.8197070738177971,6.135624929695169,0.7553531758764489,0.4403517731969016,1.0,7.485980144347327,0
37,1,table-0031-203,32,6,11,1297,799,293.3076923076923,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5876943958535047,0.10687170088028866,0.8197070738177971,3.847381231690392,0.6966571170684001,0.39530122936120254,0.9242786769592884,13.044940568919685,0
38,1,table-1049-718,30,6,11,240,620,91.24175824175823,0.022222222222222227,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5737895680466315,0.09702635432274592,0.8197070738177971,4.6572650074918025,0.6620875642359021,0.38130256085809455,0.9242786769592884,12.201681947459026,0
39,1,table-0168-741,6,6,0,1330,679,1010.065934065934,0.3333333333333333,0,0,0,0.0,0.015625,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.4693334364669129,0.1442729613192529,1.0000000000000002,5.7709184527701165,0.9454711266536716,0.4226477899495755,1.0,6.762364639193207,0
40,1,table-0060-37,62,3,26,135,336,30.56043956043956,0.04,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5745300894112068,0.09067969658472973,0.8197070738177971,3.26446907705027,0.8241723965218196,0.2107906445529049,0.9257176056419256,15.387717052362056,0
41,1,table-1049-723,15,6,18,240,620,91.24175824175823,0.022222222222222227,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5889473478066823,0.10203409088140092,0.8197070738177971,4.897636362307244,0.7786439361290158,0.396189753984024,0.9461401157827892,7.923795079680478,0
42,1,table-0823-471,28,6,41,10,79,12.967032967032967,1.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5540553351255911,0.09064173997071873,0.8197070738177971,3.9882365587116237,0.9793437704300892,0.4962622926414599,1.0,14.391606486602335,0
43,1,table-1049-725,37,6,51,240,620,91.24175824175823,0.022222222222222227,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5602555839637817,0.08814847207658189,0.8197070738177971,4.2311266596759305,0.9361341007717706,0.4659242374166682,1.0,17.705121021833392,0
44,1,table-1462-893,0,1,0,238,116,176.8131868131868,0.3333333333333333,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.661000637442299,0.1182832479101594,1.0000000000000002,9.46265983281275,0.7955757333853739,0.7426264912913867,0.8320386213915084,1.4852529825827734,0
45,1,table-1049-749,4,6,4,240,620,91.24175824175823,0.022222222222222227,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5792934290611914,0.09431069429898804,0.8197070738177971,4.904156103547378,0.8378940050354545,0.4494273132761965,0.8721568704540191,2.2471365663809824,0
46,1,table-0749-810,9,3,1,103,147,214.1868131868132,0.25,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.4932824937452452,0.08598432237641186,1.0,2.0636237370338852,0.6419567364798043,0.6419567364798043,0.6419567364798043,0.6419567364798043,0
47,1,table-1452-662,17,8,38,522,230,983.5054945054944,0.3333333333333333,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.2952823678244976,0.07168459196358197,1.0,2.2939069428346235,0.7609063269205172,0.6693485789095194,0.6854827966277737,1.3386971578190388,0
48,1,table-1470-745,30,5,89,85,314,3.3736263736263736,0.1111111111111111,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5766601880553474,0.08263738477719254,0.8197070738177971,4.958243086631552,0.927802372761125,0.6861790772391493,0.9322194275763316,4.803253540674045,0
49,1,table-1138-576,6,2,0,940,884,148.3406593406593,0.05555555555555555,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5765375554831427,0.11581838334308125,1.0,4.169461800350925,0.3869452025783623,0.022444108146111464,0.7759248808016248,0.22444108146111466,0
50,1,table-0781-227,7,2,0,284,321,113.91208791208791,0.5,0,0,0,0.02564102564102564,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.682586486302842,0.15714875013115287,1.0,8.800330007344561,0.7489394423775154,0.6988760625266925,0.7643070043355628,2.0966281875800776,0
51,1,table-1318-690,3,1,0,155,144,11.538461538461537,0.07142857142857142,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6799490270727231,0.149035034224113,1.0,4.172980958275164,0.5781007020044382,0.4961042372410824,0.6854827966277737,1.4883127117232469,0
52,1,table-1260-774,2,2,2,315,329,111.76923076923076,0.125,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6508455005560334,0.1213921120278024,1.0,6.312389825445727,0.2853590473226557,0.2844172987348982,0.28876870989803993,0.5688345974697964,0
53,1,table-0165-510,118,8,0,71,185,43.560439560439555,0.16666666666666666,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5014993418261479,0.07710961136536783,0.7290122629420455,5.860330463767955,0.6589773057425957,0.11412023728336487,0.8320386213915084,2.2824047456672982,0
54,1,table-1266-875,6,2,0,249,413,41.2967032967033,0.07692307692307693,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.5744539416255776,0.11663534723487425,1.0,4.1988725004554714,0.6805317791020149,0.09941165410871614,0.7759248808016248,0.4970582705435807,0
55,1,table-0914-103,20,8,24,682,235,1299.5824175824175,0.0625,0,0,0,0.0,0.00684931506849315,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6567925640211048,0.12615484983956465,1.0000000000000002,6.560052191657361,0.7172978023672577,0.16373384204943914,0.8601274178963569,6.876821366076445,0
56,1,table-1248-402,2,2,2,315,329,111.76923076923076,0.125,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6464230311756946,0.1186273244832465,1.0,6.168620873128817,0.2853590473226557,0.2844172987348982,0.28876870989803993,0.5688345974697964,0
57,1,table-0354-778,8,2,0,159,110,290.92307692307685,0.0,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.10418076243398657,0.07199649417688732,0.2918805194744286,1.4399298835377463,0.8435261274768747,0.5433459690712661,0.9072666748447836,5.43345969071266,0
58,1,table-0707-517,2,2,2,87,187,7.593406593406592,0.3333333333333333,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6763314036081097,0.1372467193497461,1.0,6.587842528787813,0.2984885464983074,0.2984885464983074,0.2984885464983074,0.2984885464983074,0
59,1,table-0189-66,8,2,0,250,322,21.30769230769231,0.07142857142857142,0,0,0,0.0,0.0,4,29.448853602238174,25.642191112467852,24.90025376773847,28.062559241118283,20.577839535866104,17.445876812718424,0.6847750888773029,0.14849040523777984,1.0,5.345654588560074,0.9326197428751132,0.3371368322916957,0.9525344058067404,3.3713683229169567,0
60,2,table-1578-197,1,6,0,591,645,178.47252747252747,0.05555555555555555,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.5401190949478784,0.12785059645884414,1.0,4.602621472518389,0.3849995166709721,0.2297832175102947,0.7048087353827968,1.6084825225720631,2
61,2,table-1408-870,6,4,6,226,255,25.967032967032967,0.16666666666666666,0,0,0,0.025,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.35249205297851105,0.14813352819864747,1.0,4.888406430555366,0.8138609081689591,0.3948326114017733,1.0,0.7896652228035466,2
62,2,table-1408-871,12,4,12,226,255,25.967032967032967,0.16666666666666666,0,0,0,0.013513513513513514,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3251337021440904,0.14902899236591524,1.0,4.917956748075203,0.8138609081689591,0.3948326114017733,1.0,0.7896652228035466,2
63,2,table-1408-869,7,4,7,226,255,25.967032967032967,0.16666666666666666,0,0,0,0.02083333333333333,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.4380358558137532,0.17180374452954097,1.0,5.669523569474852,0.8138609081689591,0.3948326114017733,1.0,0.7896652228035466,2
64,2,table-0517-363,5,7,1,47,65,12.329670329670328,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3561316344471419,0.0957646100890212,0.5276293511134519,2.872938302670636,1.0,1.0,1.0,1.0,1
65,2,table-0517-237,5,7,1,103,101,37.81318681318681,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3672155034901887,0.0972875930846042,0.5276293511134519,3.2104905717919388,1.0,1.0,1.0,1.0,1
66,2,table-0620-231,5,9,1,54,46,15.703296703296704,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.33879461570196084,0.0814270712772683,0.5276293511134519,2.931374565981659,0.8046379721805516,0.3866378548346157,1.0,0.7732757096692313,1
67,2,table-0391-82,5,9,1,61,69,14.912087912087912,0.5,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3348684951814356,0.08765829020158608,0.5276293511134519,2.8927235766523403,0.6676113576840819,0.5143167251748548,1.0,1.5429501755245645,1
68,2,table-0092-846,5,7,1,62,42,10.945054945054943,0.5,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.35840512864783736,0.09469356791875408,0.5276293511134519,2.8408070375626227,1.0,1.0,1.0,1.0,1
69,2,table-0876-75,5,9,1,23,37,5.197802197802199,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3371298224439988,0.08984618010345502,0.5276293511134519,2.964923943414016,0.6217176421706713,0.5812130109603048,1.0,1.1624260219206095,1
70,2,table-0346-771,3,7,1,54,76,4.934065934065933,0.5,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3554300185582408,0.09238526970622284,0.5276293511134519,2.771558091186685,0.4962389906672782,0.3821913433948234,1.0,1.1465740301844702,1
71,2,table-0396-316,3,7,1,51,68,5.065934065934067,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3525695089447277,0.09053664318331064,0.5276293511134519,2.716099295499319,0.4962389906672782,0.3821913433948234,1.0,1.1465740301844702,1
72,2,table-0396-314,3,7,1,49,66,2.9670329670329667,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.35393403926577705,0.09274151071155587,0.5276293511134519,2.7822453213466756,0.4962389906672782,0.3821913433948234,1.0,1.1465740301844702,1
73,2,table-0396-317,3,7,1,51,69,4.483516483516484,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.351371373604714,0.09211018388326143,0.5276293511134519,2.763305516497843,0.4962389906672782,0.3821913433948234,1.0,1.1465740301844702,1
74,2,table-0396-315,3,7,1,51,68,4.0,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3517372729965405,0.09110118959483278,0.5276293511134519,2.7330356878449837,0.4962389906672782,0.3821913433948234,1.0,1.1465740301844702,1
75,2,table-0395-845,3,7,1,41,69,3.43956043956044,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3561316344471419,0.0957646100890212,0.5276293511134519,2.872938302670636,0.4962389906672782,0.3821913433948234,1.0,1.1465740301844702,1
76,2,table-0552-593,3,7,1,50,60,13.703296703296704,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3633073222397592,0.09648782459507893,0.5276293511134519,3.1840982116376044,0.4962389906672782,0.3821913433948234,1.0,1.1465740301844702,1
77,2,table-0915-390,5,6,5,22,23,4.285714285714286,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3943571204443041,0.10395287163019536,0.3121387380416956,2.806727534015274,0.9836694192526598,0.7683240847614842,1.0,2.3049722542844524,1
78,2,table-1038-905,2,7,1,1864,717,5597.934065934066,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.3543348535184665,0.08429893347189386,0.5276293511134519,2.7818648045724976,0.9727160024144148,0.7711656472111903,1.0,2.313496941633571,1
79,2,table-1621-634,13,8,0,182,254,17.120879120879117,0.25,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.34962814524325503,0.1227823072894646,1.0,4.051816140552332,0.4616363507717909,0.3461535712396809,1.0,3.4615357123968087,1
80,2,table-0398-518,27,8,52,278,557,1051.3076923076924,0.2,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.14904330210037334,0.06587134007699405,0.2699856636486865,1.9761402023098211,0.6557749164053668,0.4561581246887956,1.0,5.017739371576752,1
81,2,table-1600-861,3,13,3,83,101,87.52747252747254,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.5855447902081705,5.5855447902081705,4.93891762528312,2.43826261852698,2.1722990700298417,0.5071786072473174,0.13442111309432264,1.0,6.452213428527488,0.5584381228328208,0.3364652308133897,1.0,5.383443693014237,1
