,query_id,table_id,row,col,nul,in_link,out_link,pgcount,tImp,tPF,leftColhits,SecColhits,bodyhits,PMI,qInPgTitle,qInTableTitle,yRank,csr_score,idf1,idf2,idf3,idf4,idf5,idf6,query_l,rel
25,1,table-0552-511,1,3,0,11,2,450,0.5,0.001594896331738437,0,0,0,-0.2310490601866484,0.0,0.2,100,6.949094149435099e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
26,1,table-0552-510,1,4,0,11,2,450,0.5,0.001594896331738437,0,0,0,-0.1155245300933242,0.0,0.2,100,6.791445380296766e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,1
27,1,table-1402-139,5,10,0,24,50,141922,0.5,0.002871912693854107,1,0,1,-0.2983136468259853,0.3333333333333333,0.08333333333333333,21,3.5416775813107953e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
28,1,table-0998-242,2,2,2,222,7,10159,0.5,0.003125,0,2,2,0.0,0.16666666666666666,0.0,100,3.699748476909856e-14,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
29,1,table-0533-191,2,2,2,303,0,3754,0.14285714285714285,0.0009718172983479103,0,2,2,0.0,0.25,0.0,100,4.52676645085998e-14,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
30,1,table-0507-876,2,2,2,321,897,331463,0.02,0.000154834713942866,0,2,2,0.0,0.25,0.0,100,3.8054778632176826e-14,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
31,1,table-0998-240,2,2,2,228,10,10650,0.5,0.002242152466367713,0,2,2,0.0,0.16666666666666666,0.0,100,3.699748476909856e-14,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
32,1,table-0998-43,2,2,2,239,7,12972,0.5,0.002873563218390805,0,2,2,0.0,0.16666666666666666,0.0,100,3.699748476909856e-14,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
33,1,table-0997-806,2,2,2,225,14,16986,0.125,0.002285714285714286,0,2,2,0.0,0.2,0.0,100,3.5572384901014434e-14,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
34,1,table-0424-979,8,4,0,27,38,1229,1.0,0.0027266530334015,0,0,2,-1.004213737897343,0.0,0.0,100,7.140384256713251e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
35,1,table-0464-505,93,5,0,43,26,28827,1.0,0.0246422893481717,0,12,21,-0.387907518939196,0.0,0.0,100,1.578674781546649e-11,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
36,1,table-1049-763,13,6,3,105,4,3442,0.09090909090909093,0.02229845626072041,0,0,8,-0.6397370838081001,0.0,0.0,100,1.3856102576146668e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
37,1,table-0031-203,32,6,11,332,801,67167,1.0,0.0014701828539924653,0,0,20,-0.6397370838081001,0.0,0.0,100,1.2539580573806167e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
38,1,table-1049-718,30,6,11,1076,65,40921,0.022727272727272728,0.026178010471204192,0,0,20,-0.6397370838081001,0.0,0.0,100,1.336363083177583e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
39,1,table-0168-741,6,6,0,144,406,272385,0.25,0.00011297732921593733,0,0,0,0.0,0.0,0.03333333333333333,90,8.05622603291504e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
40,1,table-0060-37,62,3,26,239,6,8956,0.04,0.045925925925925926,0,0,4,-1.0367176865894716,0.0,0.0,100,1.619848878282858e-13,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
41,1,table-1049-723,15,6,18,1076,65,40921,0.022727272727272728,0.013089005235602094,0,0,8,-0.6397370838081001,0.0,0.0,100,1.3577446191147994e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
42,1,table-0823-471,28,6,41,54,1,3450,1.0,0.09491525423728814,0,0,12,-0.6397370838081001,0.0,0.0,100,1.1948466949736233e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
43,1,table-1049-725,37,6,51,1076,65,40921,0.022727272727272728,0.03228621291448516,0,0,12,-0.6397370838081001,0.0,0.0,100,7.513536802262605e-13,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
44,1,table-1462-893,0,1,0,67,65,58065,0.3333333333333333,0.0,0,0,0,0.0,0.0,0.0,100,1.0902612414975043e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
45,1,table-1049-749,4,6,4,1076,65,40921,0.022727272727272728,0.0034904013961605585,0,0,2,-0.6397370838081001,0.0,0.0,100,8.054568956421961e-13,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
46,1,table-0749-810,9,3,1,43,31,57636,0.25,0.004199720018665422,7,0,7,-0.3688288223840597,0.25,0.0,100,6.530969894237081e-14,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
47,1,table-1452-662,17,8,38,162,316,217991,0.06666666666666668,0.0008067960704285509,1,1,8,-0.7438303190734654,0.5,0.0,100,7.193599050990404e-13,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
48,1,table-1470-745,30,4,89,128,3,752,0.1111111111111111,0.017371163867979156,0,0,2,-0.37864407535542494,0.0,0.0,100,3.1535732181143908e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
49,1,table-1138-576,6,2,0,186,49,106249,1.0,0.0007485029940119762,0,1,1,0.0,0.16666666666666666,0.0,100,1.049149007654932e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
50,1,table-0781-227,7,2,0,7,2,23310,0.5,0.007299270072992701,0,1,1,0.0,0.4,0.16666666666666666,100,1.2592370416650592e-13,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
51,1,table-1318-690,3,1,0,0,0,2501,0.125,0.0012254901960784314,2,0,2,0.0,0.2,1.0,100,3.0371493665187284e-13,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
52,1,table-1260-774,2,1,2,97,16,552,0.2,0.0029411764705882357,0,0,0,0.0,0.1,0.2,100,1.813539651939964e-13,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
53,1,table-0165-510,118,8,0,1,0,2046,0.16666666666666666,0.010655589669496115,0,4,16,-0.1880489125182804,0.0,0.0,100,2.4666489542406864e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
54,1,table-1266-875,6,2,0,25,17,17760,1.0,0.00099601593625498,0,1,1,0.0,0.16666666666666666,0.0,100,1.1047619777022084e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
55,1,table-0914-103,20,8,24,177,323,548585,0.0625,0.0002928643598717254,0,0,2,-0.6931471805599451,0.0,0.017857142857142856,22,3.2625586167348414e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
56,1,table-1248-402,2,1,2,94,8,499,0.2,0.0023391812865497076,0,0,0,0.0,0.1,0.2,100,1.8503721564213537e-13,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
57,1,table-0354-778,8,2,0,49,77,77562,1.0,0.0003626308870858076,0,3,3,-0.6931471805599453,0.0,0.0,100,1.0354710427094486e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
58,1,table-0707-517,2,1,2,133,24,5500,0.3333333333333333,0.0017271157167530224,0,2,2,0.0,0.14285714285714285,0.2,100,3.40170951510297e-13,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
59,1,table-0189-66,8,2,0,55,84,4498,0.07142857142857142,0.0020757654385054488,0,0,0,-0.6931471805599453,0.2,0.3333333333333333,100,4.1449437175848323e-13,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,4,0
60,2,table-0367-57,5,9,1,185,89,22278,0.25,0.00023587130861402015,5,5,20,-0.41168113613440543,0.0,0.0,100,3.185165956451124e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
61,2,table-0530-747,5,7,1,27,21,2372,0.5,0.002676659528907923,5,5,20,-0.5257371746822705,0.0,0.0,100,3.838059937687998e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
62,2,table-0891-125,5,7,1,44,45,3988,0.5,0.0025786487880350697,5,5,20,-0.5257371746822705,0.0,0.0,100,4.028940786391719e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
63,2,table-0517-363,5,7,1,62,26,1713,0.3333333333333333,0.001902587519025875,5,5,20,-0.5257371746822705,0.0,0.0,100,4.12917372602883e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
64,2,table-0517-237,5,7,1,99,58,11260,0.3333333333333333,0.0007206687806284233,5,5,20,-0.5257371746822705,0.0,0.0,100,4.028940786391719e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
65,2,table-0620-231,5,9,1,48,29,3181,0.3333333333333333,0.0032701111837802484,5,5,20,-0.4873852244060063,0.0,0.0,100,3.411118052687493e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
66,2,table-0391-82,5,9,1,56,28,9539,0.5,0.001808972503617945,5,5,20,-0.4873852244060063,0.0,0.0,100,2.7901132329661884e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
67,2,table-0092-846,5,7,1,45,39,5723,0.5,0.0017543859649122807,5,5,20,-0.5257371746822705,0.0,0.0,100,2.9140914818342755e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
68,2,table-0876-75,5,9,1,32,18,1432,1.0,0.003566333808844508,5,5,15,-0.4873852244060063,0.0,0.0,100,1.593411594378483e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
69,2,table-0346-771,3,7,1,42,18,1169,0.5,0.002109704641350211,3,3,12,-0.5257371746822705,0.0,0.0,100,1.5348289489006526e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
70,2,table-0396-316,3,7,1,27,11,1554,1.0,0.0031779661016949155,3,3,12,-0.5257371746822705,0.0,0.0,100,1.5348289489006526e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
71,2,table-0396-314,3,7,1,26,12,790,1.0,0.005940594059405941,3,3,12,-0.5257371746822705,0.0,0.0,100,1.5348289489006526e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
72,2,table-0396-317,3,7,1,28,13,966,1.0,0.004615384615384616,3,3,12,-0.5257371746822705,0.0,0.0,100,1.5348289489006526e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
73,2,table-0396-315,3,7,1,29,10,1118,1.0,0.004594180704441043,3,3,12,-0.5257371746822705,0.0,0.0,100,1.5348289489006526e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
74,2,table-0395-845,3,7,1,28,9,905,1.0,0.004354136429608128,3,3,12,-0.5257371746822705,0.0,0.0,100,1.5348289489006526e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
75,2,table-0552-593,3,7,1,57,39,4967,0.5,0.0008880994671403197,3,3,12,-0.5257371746822705,0.0,0.0,100,1.5805030247685944e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
76,2,table-0915-390,5,6,5,32,16,815,1.0,0.0038343558282208593,11,0,11,-0.36656667711382135,0.0,0.0,100,8.951808965772383e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
77,2,table-1038-905,2,7,1,0,0,314225,0.25,5.101129900272911e-05,0,2,11,-0.2964561674438496,0.0,0.0,100,1.1227888925297526e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
78,2,table-1621-634,13,8,0,51,41,15619,0.3333333333333333,0.002813243886604631,13,10,33,-0.3514685530888741,0.0,0.1,100,3.1328408155061367e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
79,2,table-0398-518,27,8,52,201,134,203567,0.2,0.001203369434416366,12,12,36,-0.35555500973938925,0.0,0.0,100,8.0415093575701e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
80,2,table-1600-861,3,13,3,72,52,45097,0.3333333333333333,0.0005825242718446602,0,0,0,-0.1542643483873102,0.0,0.1,100,1.9908515486514055e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
81,2,table-0346-14,3,2,2,0,0,6280,0.0,0.0016685205784204673,0,1,1,0.0,0.25,0.0,100,2.5252746102797554e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
82,2,table-0331-42,1,3,0,0,0,0,1.0,1.0000000000000001e-11,0,2,2,-0.2310490601866484,0.5,0.0,15,3.298108469259717e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
83,2,table-1552-729,6,4,0,240,11116,425773,0.02,0.00017124265083623497,1,0,1,0.0,0.6666666666666666,0.0,0,6.921383919023072e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
84,2,table-0938-613,1,5,0,0,0,2062,0.0,0.0009505703422053232,0,0,3,-0.11064864671521793,0.125,0.0,100,3.832362390465283e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
85,2,table-1578-197,1,6,0,259,57,37181,0.02,5.8292043136111914e-05,2,2,4,-0.5058834227992349,0.5,0.0,100,2.961573180799459e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,2
86,2,table-0654-76,2,5,3,9,3,2173,0.07692307692307693,0.004273504273504274,2,0,2,0.0,0.3333333333333333,0.125,100,3.1495642575382386e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
87,2,table-1064-455,5,6,2,0,0,1426,0.0,0.007507507507507507,0,0,15,-0.16618538855147133,0.1111111111111111,0.0,100,8.740036483156702e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
88,2,table-0379-471,1,5,0,0,0,1273,0.0,0.0005370569280343716,0,0,3,0.0,0.2,0.0,100,3.211917685348548e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
89,2,table-0384-730,3,4,1,116,55,6660,0.14285714285714285,0.0012505210504376823,1,3,6,-0.4843533524773839,0.0,0.25,100,7.933773849891161e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
90,2,table-0371-307,1,5,0,0,0,949,0.0,0.0004679457182966776,0,0,3,-0.13862943611198905,0.25,0.0,100,2.289112389516903e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
91,2,table-1047-58,1,5,0,0,0,4159,0.0,0.0006321112515802782,0,0,3,-0.387907518939196,0.1,0.0,100,3.310031298624302e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
92,2,table-1064-381,5,6,2,0,0,6458,0.0,0.006605019815059446,0,0,12,0.0,0.1111111111111111,0.0,100,6.012386259309121e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
93,2,table-1047-143,1,5,0,0,0,3126,0.0,0.0006680026720106881,0,0,3,-0.11064864671521793,0.09090909090909093,0.0,100,3.194622921183735e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
94,2,table-1047-140,1,5,0,0,0,4160,0.0,0.0005903187721369539,0,0,3,-0.33194594014565376,0.09090909090909093,0.0,100,3.194622921183735e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
95,2,table-1047-153,1,5,0,0,0,6175,0.0,0.0003793626707132018,0,0,3,-0.11064864671521793,0.07692307692307693,0.0,100,3.084579778606045e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
96,2,table-1564-439,4,5,2,47,51,6866,0.043478260869565216,0.0029717682020802376,0,1,3,0.0,0.5,0.0,100,1.309749345025059e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
97,2,table-1408-870,6,4,6,92,15,9529,0.16666666666666666,0.002615518744551003,3,0,3,0.0,0.5,0.0,1,7.76818095644795e-08,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,2
98,2,table-0406-134,26,5,0,348,6,6378,0.02,0.0021695594125500667,0,0,38,-0.4181406957016989,0.5,0.2,100,1.700804244035642e-06,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
99,2,table-0938-612,1,5,0,0,0,2062,0.0,0.0009505703422053232,0,0,3,0.0,0.125,0.0,100,1.3914292115297232e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
100,2,table-0223-565,3,5,0,20,2,2989,0.030303030303030307,0.004098360655737704,0,0,4,-0.4181406957016989,0.5,0.0,100,9.608466635129141e-08,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
101,2,table-1064-402,5,6,2,0,0,7636,0.0,0.007385524372230428,0,0,6,-0.13862943611198905,0.1111111111111111,0.0,100,1.080337942745609e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
102,2,table-1064-384,5,6,2,0,0,6979,0.0,0.0026795284030010718,0,0,6,0.0,0.1111111111111111,0.0,100,1.1041413233161977e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
103,2,table-1064-451,5,6,2,0,0,7238,0.0,0.0033647375504710637,0,0,9,-0.07376576447681195,0.1111111111111111,0.0,100,2.4899008195243157e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
104,2,table-1064-388,5,6,2,0,0,7351,0.0,0.00486854917234664,0,0,9,-0.09241962407465937,0.1111111111111111,0.0,100,2.3814417006942176e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
105,2,table-0386-945,4,6,0,29,12,1120,1.0,0.002279202279202279,8,0,8,-0.36656667711382135,0.0,0.0,100,3.879013682798484e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,1
106,2,table-0938-969,2,5,0,0,0,3495,0.0,0.00041788549937317183,0,0,3,0.0,0.1,0.0,100,1.311899676299606e-07,16.547673588200215,14.248638974773915,24.788728271984247,22.656200155216325,25.231401352394467,24.788728271984247,3,0
