index,query_id,query,table_id,row,col,nul,in_links,out_links,pgcount,tImp,leftColhits,SecColhits,bodyhits,qInPgTitle,qInTableTitle,query_l,idf1,idf2,idf3,idf4,idf5,idf6,esim,eavg,emax,esum,resim,reavg,remax,resum
10,1,world interest rates table,table-1020-619,4,3,0,3,17,2.3956043956043955,1.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.7890317375199016,0.1817451047673107,1.0000000000000002,6.542823771623185,0,0,0,0
11,1,world interest rates table,table-0288-531,3,5,0,44,47,107.2967032967033,0.5,0,0,0,0.0,0.04,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.712462584816366,0.13102561776049543,1.0000000000000002,5.765127181461799,0,0,0,0
12,1,world interest rates table,table-0288-530,4,5,1,44,47,107.2967032967033,0.5,0,0,0,0.0,0.03571428571428571,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.7180776799514418,0.1222693690698659,1.0000000000000002,5.868929715353563,0,0,0,0
13,1,world interest rates table,table-1000-57,2,2,0,7,369,26.725274725274726,1.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.7797854813910037,0.15005177817548154,1.0000000000000002,7.202485352423114,0,0,0,0
14,1,world interest rates table,table-1423-774,9,2,0,105,84,286.86813186813185,0.5,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.4109988759654064,0.10664736496632038,0.5193468085741713,3.412715678922252,0,0,0,0
15,1,world interest rates table,table-0839-987,4,5,7,46,56,14.54945054945055,1.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6325429078609236,0.10787003857268035,1.0,3.883321388616493,0,0,0,0
16,1,world interest rates table,table-1203-836,4,8,0,147,94,28.54945054945055,0.3333333333333333,0,0,0,0.0,0.024390243902439025,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.4438870871542636,0.1134655701528144,1.0000000000000002,3.177035964278803,0,0,0,0
17,1,world interest rates table,table-1203-868,4,8,0,146,96,95.96703296703296,0.5,0,0,0,0.0,0.025,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.445708739025464,0.1152577303385358,1.0000000000000002,3.2272164494790023,0,0,0,0
18,1,world interest rates table,table-0063-827,10,2,0,292,114,460.94505494505495,0.2,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.7360259512255714,0.1276984532237107,1.0,10.215876257896856,0,0,0,0
19,1,world interest rates table,table-1071-345,16,5,0,184,173,61.91208791208791,0.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5752408330587537,0.10072225320589075,0.819707073817797,5.6404461795298815,0,0,0,0
20,1,world interest rates table,table-0216-976,6,11,16,459,547,680.2197802197802,0.3333333333333333,0,0,0,0.0,0.025974025974025976,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6439880255593943,0.1140058653319725,1.0,8.66444576522991,0,0,0,0
21,1,world interest rates table,table-0216-970,4,11,16,459,547,680.2197802197802,0.3333333333333333,0,0,0,0.0,0.0392156862745098,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6411836276248701,0.111810350902355,1.0,8.9448280721884,0,0,0,0
22,1,world interest rates table,table-1391-8,29,6,29,480,401,178.34065934065933,0.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6228376701566907,0.1295857298668787,1.0,7.256800872545206,0,0,0,0
23,1,world interest rates table,table-0377-686,1,1,0,76,74,46.05494505494506,1.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6232679810884708,0.09777018788210416,1.0,3.5197267637557497,0,0,0,0
24,1,world interest rates table,table-0730-168,16,8,42,7,26,34.21978021978022,0.25,0,0,0,0.009174311926605505,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6663916223337802,0.12391212698372597,1.0000000000000002,10.408618666632982,0,0,0,0
25,1,world interest rates table,table-0554-923,1,2,0,7,10,40.38461538461539,0.5,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.7142269238842909,0.18229626489429984,1.0,7.291850595771994,0,0,0,0
26,1,world interest rates table,table-0552-511,1,3,0,5,17,2.2527472527472527,0.5,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.7921543627295715,0.1711334392984746,1.0,6.845337571938984,0,0,0,0
27,1,world interest rates table,table-1402-139,5,10,0,99,305,344.35164835164835,0.5,0,0,0,0.015151515151515152,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5676685950230342,0.14104310903829106,1.0000000000000002,10.719276286910121,0,0,0,0
28,1,world interest rates table,table-0998-242,2,2,2,24,246,10.098901098901099,0.5,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6091340035942332,0.12083132562221154,1.0,6.766554234843846,0,0,0,0
29,1,world interest rates table,table-0533-191,2,2,2,118,534,11.340659340659341,0.09090909090909091,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5899366619014574,0.11854033019895234,1.0,5.6899358495497125,0,0,0,0
30,1,world interest rates table,table-0507-876,2,2,2,1489,265,258.7032967032967,0.125,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6006485504489502,0.13060515897605984,1.0,5.746626994946633,0,0,0,0
31,1,world interest rates table,table-0998-240,2,2,2,26,257,11.901098901098901,0.5,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6032830749817502,0.11233616363231899,1.0,6.290825163409863,0,0,0,0
32,1,world interest rates table,table-0998-43,2,2,2,26,257,10.857142857142858,0.5,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6124864594161527,0.12794476491149118,1.0,7.164906835043506,0,0,0,0
33,1,world interest rates table,table-0997-806,2,2,2,28,252,16.582417582417584,0.5,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6071590450268942,0.1156793601257916,1.0,6.940761607547496,0,0,0,0
34,1,world interest rates table,table-0424-979,8,4,0,9,156,4.373626373626373,1.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.24155393496819297,0.05643129130597274,0.6760931947542426,1.5800761565672368,0,0,0,0
35,1,world interest rates table,table-0464-505,93,5,0,38,41,82.89010989010988,1.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5788639624135659,0.09586189836922289,0.7313135232397441,4.98481871519959,0,0,0,0
36,1,world interest rates table,table-1049-763,13,6,3,22,114,16.384615384615383,0.08333333333333333,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5948740183358838,0.10956473088741372,0.819707073817797,6.135624929695169,0,0,0,0
37,1,world interest rates table,table-0031-203,32,6,11,1297,799,293.3076923076923,1.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5876943958535047,0.10687170088028866,0.819707073817797,3.8473812316903917,0,0,0,0
38,1,world interest rates table,table-1049-718,30,6,11,240,620,91.24175824175825,0.022222222222222223,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5737895680466315,0.09702635432274591,0.819707073817797,4.657265007491803,0,0,0,0
39,1,world interest rates table,table-0168-741,6,6,0,1329,679,1010.065934065934,0.3333333333333333,0,0,0,0.0,0.015625,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.4693334364669129,0.1442729613192529,1.0000000000000002,5.7709184527701165,0,0,0,0
40,1,world interest rates table,table-0060-37,62,3,26,135,336,30.560439560439562,0.04,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5745300894112068,0.09067969658472971,0.819707073817797,3.26446907705027,0,0,0,0
41,1,world interest rates table,table-1049-723,15,6,18,240,620,91.24175824175825,0.022222222222222223,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5889473478066823,0.10203409088140092,0.819707073817797,4.897636362307244,0,0,0,0
42,1,world interest rates table,table-0823-471,28,6,41,10,79,12.967032967032967,1.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5540553351255911,0.09064173997071873,0.819707073817797,3.988236558711624,0,0,0,0
43,1,world interest rates table,table-1049-725,37,6,51,240,620,91.24175824175825,0.022222222222222223,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5602555839637817,0.08814847207658189,0.819707073817797,4.2311266596759305,0,0,0,0
44,1,world interest rates table,table-1462-893,0,1,0,238,116,176.8131868131868,0.3333333333333333,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.661000637442299,0.11828324791015939,1.0000000000000002,9.46265983281275,0,0,0,0
45,1,world interest rates table,table-1049-749,4,6,4,240,620,91.24175824175825,0.022222222222222223,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5792934290611914,0.09431069429898804,0.819707073817797,4.904156103547378,0,0,0,0
46,1,world interest rates table,table-0749-810,9,3,1,103,147,214.1868131868132,0.25,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.4932824937452452,0.08598432237641186,1.0,2.063623737033885,0,0,0,0
47,1,world interest rates table,table-1452-662,17,8,38,522,230,983.5054945054945,0.3333333333333333,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.29528236782449757,0.07168459196358198,1.0,2.2939069428346235,0,0,0,0
48,1,world interest rates table,table-1470-745,30,5,89,85,314,3.3736263736263736,0.1111111111111111,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5766601880553474,0.08263738477719254,0.819707073817797,4.958243086631552,0,0,0,0
49,1,world interest rates table,table-1138-576,6,2,0,940,884,148.34065934065933,0.05555555555555555,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5765375554831427,0.11581838334308125,1.0,4.169461800350925,0,0,0,0
50,1,world interest rates table,table-0781-227,7,2,0,284,321,113.91208791208791,0.5,0,0,0,0.02564102564102564,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.682586486302842,0.15714875013115287,1.0,8.800330007344561,0,0,0,0
51,1,world interest rates table,table-1318-690,3,1,0,155,144,11.538461538461538,0.07142857142857142,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.679949027072723,0.149035034224113,1.0,4.172980958275164,0,0,0,0
52,1,world interest rates table,table-1260-774,2,2,2,315,329,111.76923076923077,0.125,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6508455005560334,0.12139211202780241,1.0,6.312389825445726,0,0,0,0
53,1,world interest rates table,table-0165-510,118,8,0,71,185,43.56043956043956,0.16666666666666666,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5014993418261479,0.07710961136536783,0.7290122629420455,5.860330463767955,0,0,0,0
54,1,world interest rates table,table-1266-875,6,2,0,249,413,41.2967032967033,0.07692307692307693,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.5744539416255776,0.11663534723487423,1.0,4.198872500455472,0,0,0,0
55,1,world interest rates table,table-0914-103,20,8,24,682,235,1299.5824175824175,0.0625,0,0,0,0.0,0.00684931506849315,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6567925640211048,0.12615484983956463,1.0000000000000002,6.56005219165736,0,0,0,0
56,1,world interest rates table,table-1248-402,2,2,2,315,329,111.76923076923077,0.125,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6464230311756946,0.1186273244832465,1.0,6.168620873128818,0,0,0,0
57,1,world interest rates table,table-0354-778,8,2,0,159,110,290.9230769230769,0.0,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.10418076243398655,0.07199649417688733,0.2918805194744286,1.4399298835377465,0,0,0,0
58,1,world interest rates table,table-0707-517,2,2,2,87,187,7.593406593406593,0.3333333333333333,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6763314036081097,0.1372467193497461,1.0,6.587842528787814,0,0,0,0
59,1,world interest rates table,table-0189-66,8,2,0,250,322,21.307692307692307,0.07142857142857142,0,0,0,0.0,0.0,4,29.448853602238167,25.64219111246785,24.90025376773847,28.06255924111828,20.577839535866104,17.445876812718424,0.6847750888773029,0.14849040523777984,1.0,5.345654588560074,0,0,0,0
60,2,2008 beijing olympics,table-1578-197,1,6,0,591,645,178.47252747252747,0.05555555555555555,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.5401190949478784,0.12785059645884414,1.0,4.602621472518389,0,0,0,0
61,2,2008 beijing olympics,table-1408-870,6,4,6,226,255,25.967032967032967,0.16666666666666666,0,0,0,0.025,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.35249205297851105,0.14813352819864747,1.0,4.888406430555366,0,0,0,0
62,2,2008 beijing olympics,table-1408-871,12,4,12,226,255,25.967032967032967,0.16666666666666666,0,0,0,0.013513513513513514,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.3251337021440904,0.14902899236591524,1.0,4.917956748075203,0,0,0,0
63,2,2008 beijing olympics,table-1408-869,7,4,7,226,255,25.967032967032967,0.16666666666666666,0,0,0,0.020833333333333332,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.4380358558137532,0.171803744529541,1.0,5.669523569474853,0,0,0,0
64,2,2008 beijing olympics,table-0517-363,5,7,1,47,65,12.32967032967033,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.3561316344471419,0.09576461008902121,0.5276293511134519,2.872938302670636,0,0,0,0
65,2,2008 beijing olympics,table-0517-237,5,7,1,103,101,37.81318681318681,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.3672155034901887,0.0972875930846042,0.5276293511134519,3.2104905717919388,0,0,0,0
66,2,2008 beijing olympics,table-0620-231,5,9,1,54,46,15.703296703296703,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.33879461570196084,0.0814270712772683,0.5276293511134519,2.931374565981659,0,0,0,0
67,2,2008 beijing olympics,table-0391-82,5,9,1,61,69,14.912087912087912,0.5,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.3348684951814356,0.08765829020158607,0.5276293511134519,2.8927235766523403,0,0,0,0
68,2,2008 beijing olympics,table-0092-846,5,7,1,62,42,10.945054945054945,0.5,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.35840512864783736,0.09469356791875409,0.5276293511134519,2.8408070375626227,0,0,0,0
69,2,2008 beijing olympics,table-0876-75,5,9,1,23,37,5.197802197802198,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.3371298224439988,0.08984618010345502,0.5276293511134519,2.9649239434140156,0,0,0,0
70,2,2008 beijing olympics,table-0346-771,3,7,1,54,76,4.934065934065934,0.5,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.3554300185582408,0.09238526970622284,0.5276293511134519,2.771558091186685,0,0,0,0
71,2,2008 beijing olympics,table-0396-316,3,7,1,51,68,5.065934065934066,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.35256950894472766,0.09053664318331063,0.5276293511134519,2.716099295499319,0,0,0,0
72,2,2008 beijing olympics,table-0396-314,3,7,1,49,66,2.967032967032967,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.353934039265777,0.09274151071155587,0.5276293511134519,2.782245321346676,0,0,0,0
73,2,2008 beijing olympics,table-0396-317,3,7,1,51,69,4.483516483516484,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.351371373604714,0.09211018388326143,0.5276293511134519,2.763305516497843,0,0,0,0
74,2,2008 beijing olympics,table-0396-315,3,7,1,51,68,4.0,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.3517372729965405,0.09110118959483278,0.5276293511134519,2.7330356878449833,0,0,0,0
75,2,2008 beijing olympics,table-0395-845,3,7,1,41,69,3.4395604395604398,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.3561316344471419,0.09576461008902121,0.5276293511134519,2.872938302670636,0,0,0,0
76,2,2008 beijing olympics,table-0552-593,3,7,1,50,60,13.703296703296703,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.36330732223975915,0.09648782459507892,0.5276293511134519,3.1840982116376044,0,0,0,0
77,2,2008 beijing olympics,table-0915-390,5,6,5,22,23,4.285714285714286,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.3943571204443041,0.10395287163019536,0.3121387380416956,2.8067275340152746,0,0,0,0
78,2,2008 beijing olympics,table-1038-905,2,7,1,1864,717,5597.934065934066,0.3333333333333333,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.35433485351846655,0.08429893347189386,0.5276293511134519,2.7818648045724976,0,0,0,0
79,2,2008 beijing olympics,table-1621-634,13,8,0,182,254,17.12087912087912,0.25,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.34962814524325503,0.12278230728946461,1.0,4.051816140552332,0,0,0,0
80,2,2008 beijing olympics,table-0398-518,27,8,52,278,557,1051.3076923076924,0.2,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.14904330210037336,0.06587134007699405,0.26998566364868654,1.9761402023098213,0,0,0,0
81,2,2008 beijing olympics,table-1600-861,3,13,3,83,101,87.52747252747253,1.0,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.5071786072473174,0.13442111309432264,1.0,6.452213428527487,0,0,0,0
82,2,2008 beijing olympics,table-0346-14,3,2,2,356,355,40.64835164835165,0.1111111111111111,0,0,0,0.038461538461538464,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.7526939472110205,0.19185242560181556,1.0,6.331130044859914,0,0,0,0
83,2,2008 beijing olympics,table-0331-42,1,3,0,42,188,34.48351648351648,1.0,0,0,0,0.03571428571428571,0.03571428571428571,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.4376775209586924,0.17165208269634558,1.0,8.754256217513625,0,0,0,0
84,2,2008 beijing olympics,table-1552-729,6,4,0,12814,678,1886.131868131868,0.14285714285714285,0,0,0,0.03225806451612903,0.03225806451612903,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.7882459754383582,0.2152974671869287,1.0,3.8753544093647165,0,0,0,0
85,2,2008 beijing olympics,table-0654-76,2,5,3,298,305,12.406593406593407,0.5,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.5411530422255124,0.12570070336261113,1.0,3.771021100878334,0,0,0,0
86,2,2008 beijing olympics,table-0379-471,1,5,0,168,223,8.483516483516484,0.16666666666666666,0,0,0,0.030303030303030304,0.030303030303030304,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.4769533726083698,0.12210702356758074,1.0,6.960100343352102,0,0,0,0
87,2,2008 beijing olympics,table-0371-307,1,5,0,93,168,6.8901098901098905,0.16666666666666666,0,0,0,0.034482758620689655,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.4723707317421074,0.13844883772431896,1.0,7.8915837502861805,0,0,0,0
88,2,2008 beijing olympics,table-1047-58,1,5,0,122,165,14.241758241758241,0.3333333333333333,0,0,0,0.0,0.04,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.5270126837985153,0.15963983090234876,1.0,9.578389854140926,0,0,0,0
89,2,2008 beijing olympics,table-1564-439,4,5,2,212,155,22.0989010989011,0.16666666666666666,0,0,0,0.024390243902439025,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.4910546961448264,0.14181426534350752,1.0,5.530756348396793,0,0,0,0
90,2,2008 beijing olympics,table-0406-134,26,5,0,456,687,28.923076923076923,0.14285714285714285,0,0,0,0.0,0.0,3,4.428092001517128,5.585544790208171,5.585544790208171,4.9389176252831195,2.43826261852698,2.1722990700298417,0.7505876876039315,0.1532827834561538,1.0,4.598483503684614,0,0,0,0
